Algorithm	Image	Size	Threads	Time	Stddev	Clock	CPUs	Cycles	Instructions	IO	MemAlloc	O3
mandelbrot_omp	triple_spiral.log	8192	2	52.1188	0.0748	97,920.64	1.879	320,251,743,385	321,413,490,305	0	0	0
mandelbrot_omp	triple_spiral.log	8192	4	26.8179	0.0549	98,431.26	3.67	320,321,136,392	321,419,278,554	0	0	0
mandelbrot_omp	triple_spiral.log	8192	8	13.8489	0.0469	101,610.62	7.337	320,317,825,472	321,431,304,440	0	0	0
mandelbrot_omp	triple_spiral.log	8192	16	7.3158	0.0214	107,067.91	14.635	321,138,570,796	321,463,775,473	0	0	0
mandelbrot_omp	triple_spiral.log	8192	32	4.4671	0.0241	128,098.09	28.676	373,082,899,621	321,535,434,905	0	0	0
mandelbrot_seq	elephant.log	16	1	0.053405	0.000574	2.11	0.04	2,538,906	2,020,366	1	1	0
mandelbrot_seq	elephant.log	32	1	0.0863	0.0146	4.81	0.056	5,841,642	5,618,817	1	1	0
mandelbrot_seq	elephant.log	64	1	0.2102	0.0794	14.02	0.067	19,377,817	19,717,991	1	1	0
mandelbrot_seq	elephant.log	128	1	0.1711	0.0156	32.14	0.188	71,360,504	74,384,543	1	1	0
mandelbrot_seq	elephant.log	256	1	0.3408	0.0614	93.37	0.274	277,429,900	301,860,367	1	1	0
mandelbrot_seq	elephant.log	512	1	0.7893	0.0828	520.42	0.659	1,094,946,424	1,216,021,283	1	1	0
mandelbrot_seq	elephant.log	1024	1	1.9298	0.0922	1,615.45	0.837	4,389,806,855	4,860,936,382	1	1	0
mandelbrot_seq	elephant.log	2048	1	5.9588	0.0476	5,617.15	0.943	17,537,540,909	19,463,934,498	1	1	0
mandelbrot_seq	elephant.log	4096	1	22.3493	0.0395	21,589.20	0.966	70,207,209,817	77,860,430,742	1	1	0
mandelbrot_seq	elephant.log	8192	1	88.797	0.404	85,634.49	0.964	280,718,932,104	311,627,066,800	1	1	0
mandelbrot_seq	full.log	16	1	0.053034	0.000621	1.36	0.026	1,540,714	1,093,283	1	1	0
mandelbrot_seq	full.log	32	1	0.2261	0.0705	1.9	0.008	2,292,550	1,991,685	1	1	0
mandelbrot_seq	full.log	64	1	0.0778	0.0143	4.07	0.052	4,846,590	5,536,749	1	1	0
mandelbrot_seq	full.log	128	1	0.10625	0.00674	12.28	0.116	14,780,542	19,554,821	1	1	0
mandelbrot_seq	full.log	256	1	0.1757	0.0119	27.67	0.158	60,010,913	74,159,136	1	1	0
mandelbrot_seq	full.log	512	1	0.3471	0.0616	89.16	0.257	219,380,047	290,298,728	1	1	0
mandelbrot_seq	full.log	1024	1	0.673	0.115	341.15	0.507	862,056,216	1,205,299,985	1	1	0
mandelbrot_seq	full.log	2048	1	1.6897	0.0285	1,335.20	0.79	3,441,149,639	4,772,211,254	1	1	0
mandelbrot_seq	full.log	4096	1	5.2771	0.0639	4,486.59	0.85	13,809,627,471	19,150,878,805	1	1	0
mandelbrot_seq	full.log	8192	1	20.428	0.398	17,002.58	0.832	55,255,736,984	76,713,610,613	1	1	0
mandelbrot_seq	seahorse.log	16	1	0.05716	0.00278	2.08	0.036	2,518,170	2,045,252	1	1	0
mandelbrot_seq	seahorse.log	32	1	0.05423	0.00111	4.76	0.088	5,893,254	5,803,235	1	1	0
mandelbrot_seq	seahorse.log	64	1	0.07244	0.00677	13.2	0.182	20,757,086	20,190,070	1	1	0
mandelbrot_seq	seahorse.log	128	1	0.2727	0.0766	32.39	0.119	75,662,074	77,561,119	1	1	0
mandelbrot_seq	seahorse.log	256	1	0.3681	0.0637	124.46	0.338	294,964,735	317,398,944	1	1	0
mandelbrot_seq	seahorse.log	512	1	0.6332	0.0738	416.89	0.658	1,156,169,703	1,272,163,915	1	1	0
mandelbrot_seq	seahorse.log	1024	1	2.035	0.103	1,686.21	0.829	4,632,630,102	5,116,282,114	1	1	0
mandelbrot_seq	seahorse.log	2048	1	6.2197	0.0371	5,847.38	0.94	18,519,827,895	20,457,881,272	1	1	0
mandelbrot_seq	seahorse.log	4096	1	23.5772	0.0553	22,777.11	0.966	74,133,676,022	81,915,370,554	1	1	0
mandelbrot_seq	seahorse.log	8192	1	94.189	0.471	91,247.10	0.969	298,674,333,994	328,934,120,627	1	1	0
mandelbrot_seq	triple_spiral.log	16	1	0.0541	0.00138	2.16	0.04	2,735,101	2,219,909	1	1	0
mandelbrot_seq	triple_spiral.log	32	1	0.2423	0.0872	5.49	0.023	6,566,051	6,436,499	1	1	0
mandelbrot_seq	triple_spiral.log	64	1	0.1106	0.0196	13.96	0.126	23,927,102	21,921,569	1	1	0
mandelbrot_seq	triple_spiral.log	128	1	0.2874	0.0777	34.25	0.119	84,790,928	88,199,049	1	1	0
mandelbrot_seq	triple_spiral.log	256	1	0.2484	0.018	109.85	0.442	328,178,939	360,253,286	1	1	0
mandelbrot_seq	triple_spiral.log	512	1	0.7693	0.0843	585.47	0.761	1,305,844,361	1,433,769,622	1	1	0
mandelbrot_seq	triple_spiral.log	1024	1	2.199	0.0861	1,809.07	0.823	5,244,051,453	5,738,802,369	1	1	0
mandelbrot_seq	triple_spiral.log	2048	1	7.0137	0.0426	6,641.69	0.947	20,955,804,115	23,008,223,346	1	1	0
mandelbrot_seq	triple_spiral.log	4096	1	26.4686	0.0726	25,694.66	0.971	83,858,534,036	92,093,528,935	1	1	0
mandelbrot_seq	triple_spiral.log	8192	1	104.809	0.307	102,109.20	0.974	335,336,793,741	368,536,585,510	1	1	0
mandelbrot_pth	elephant.log	16	1	0.06683	0.00875	2.5	0.037	2,874,050	2,232,610	1	1	0
mandelbrot_pth	elephant.log	16	2	0.2553	0.0875	2.64	0.01	3,090,583	2,293,734	1	1	0
mandelbrot_pth	elephant.log	16	4	0.2648	0.092	2.83	0.011	3,454,252	2,437,199	1	1	0
mandelbrot_pth	elephant.log	16	8	0.06293	0.00997	3.38	0.054	4,138,287	2,723,227	1	1	0
mandelbrot_pth	elephant.log	16	16	0.094	0.0142	4.44	0.047	5,236,657	3,334,818	1	1	0
mandelbrot_pth	elephant.log	16	32	0.053364	0.000542	5.19	0.097	5,741,641	3,290,949	1	1	0
mandelbrot_pth	elephant.log	32	1	0.0965	0.0145	5.09	0.053	6,098,428	5,831,544	1	1	0
mandelbrot_pth	elephant.log	32	2	0.0772	0.0115	5.02	0.065	6,208,830	5,897,930	1	1	0
mandelbrot_pth	elephant.log	32	4	0.06639	0.00949	5.2	0.078	6,596,981	6,031,442	1	1	0
mandelbrot_pth	elephant.log	32	8	0.0895	0.0152	5.81	0.065	7,222,901	6,329,297	1	1	0
mandelbrot_pth	elephant.log	32	16	0.241	0.0758	7.59	0.031	9,168,327	6,983,066	1	1	0
mandelbrot_pth	elephant.log	32	32	0.1103	0.0163	9.84	0.089	11,424,156	8,167,020	1	1	0
mandelbrot_pth	elephant.log	64	1	0.08642	0.00905	15.57	0.18	19,034,208	20,144,790	1	1	0
mandelbrot_pth	elephant.log	64	2	0.0943	0.0211	15.25	0.162	19,167,218	20,205,977	1	1	0
mandelbrot_pth	elephant.log	64	4	0.1365	0.0175	16.21	0.119	19,652,475	20,359,619	1	1	0
mandelbrot_pth	elephant.log	64	8	0.0759	0.0132	15.02	0.198	19,681,580	20,642,338	1	1	0
mandelbrot_pth	elephant.log	64	16	0.2865	0.0828	18.69	0.065	22,171,634	21,371,916	1	1	0
mandelbrot_pth	elephant.log	64	32	0.06304	0.00881	19.92	0.316	24,016,152	22,503,891	1	1	0
mandelbrot_pth	elephant.log	128	1	0.2536	0.0809	33.33	0.131	71,257,561	77,137,833	1	1	0
mandelbrot_pth	elephant.log	128	2	0.1671	0.0188	40.56	0.243	75,948,419	71,607,808	1	1	0
mandelbrot_pth	elephant.log	128	4	0.11427	0.00608	52.95	0.463	70,231,434	77,121,187	1	1	0
mandelbrot_pth	elephant.log	128	8	0.2561	0.0835	59.16	0.231	73,287,055	77,886,194	1	1	0
mandelbrot_pth	elephant.log	128	16	0.0998	0.00933	57.7	0.578	71,945,040	78,414,757	1	1	0
mandelbrot_pth	elephant.log	128	32	0.1616	0.0198	64.96	0.402	81,259,287	80,094,888	1	1	0
mandelbrot_pth	elephant.log	256	1	0.2217	0.0126	99.72	0.45	276,237,712	307,761,565	1	1	0
mandelbrot_pth	elephant.log	256	2	0.32	0.058	113.92	0.356	268,637,990	312,313,430	1	1	0
mandelbrot_pth	elephant.log	256	4	0.3121	0.0613	126.14	0.404	262,723,994	321,278,328	1	1	0
mandelbrot_pth	elephant.log	256	8	0.3355	0.0635	156.44	0.466	273,493,167	323,707,340	1	1	0
mandelbrot_pth	elephant.log	256	16	0.2779	0.0648	193.87	0.698	287,993,843	312,671,155	1	1	0
mandelbrot_pth	elephant.log	256	32	0.308	0.0644	204.98	0.665	336,081,784	314,136,744	1	1	0
mandelbrot_pth	elephant.log	512	1	0.7305	0.0513	527.06	0.721	1,100,420,707	1,212,435,650	1	1	0
mandelbrot_pth	elephant.log	512	2	0.4367	0.0586	398.72	0.913	1,104,459,259	1,207,437,983	1	1	0
mandelbrot_pth	elephant.log	512	4	0.2978	0.0142	413.82	1.39	1,110,723,437	1,203,149,263	1	1	0
mandelbrot_pth	elephant.log	512	8	0.3784	0.0584	466.15	1.232	1,128,281,671	1,192,656,904	1	1	0
mandelbrot_pth	elephant.log	512	16	0.3164	0.0533	484.78	1.532	1,161,400,379	1,201,585,645	1	1	0
mandelbrot_pth	elephant.log	512	32	0.2131	0.01	565.74	2.654	1,372,927,620	1,202,303,789	1	1	0
mandelbrot_pth	elephant.log	1024	1	1.9701	0.0422	1,687.88	0.857	4,428,105,889	4,874,495,122	1	1	0
mandelbrot_pth	elephant.log	1024	2	1.3012	0.025	1,828.62	1.405	4,403,636,704	4,862,204,980	1	1	0
mandelbrot_pth	elephant.log	1024	4	0.9267	0.0744	1,836.39	1.982	4,407,785,299	4,854,782,185	1	1	0
mandelbrot_pth	elephant.log	1024	8	0.6389	0.0614	1,673.12	2.619	4,416,045,547	4,855,230,086	1	1	0
mandelbrot_pth	elephant.log	1024	16	0.5291	0.0566	1,848.24	3.493	4,514,715,940	4,863,654,724	1	1	0
mandelbrot_pth	elephant.log	1024	32	0.5103	0.0644	2,015.23	3.949	5,438,653,800	4,848,643,403	1	1	0
mandelbrot_pth	elephant.log	2048	1	6.0405	0.0385	5,717.14	0.946	17,727,892,114	19,530,621,882	1	1	0
mandelbrot_pth	elephant.log	2048	2	3.6333	0.0557	6,048.48	1.665	17,930,079,790	19,584,563,986	1	1	0
mandelbrot_pth	elephant.log	2048	4	2.5821	0.0566	6,459.06	2.501	17,834,272,881	19,543,555,278	1	1	0
mandelbrot_pth	elephant.log	2048	8	1.8564	0.0757	7,005.52	3.774	17,691,508,538	19,476,700,819	1	1	0
mandelbrot_pth	elephant.log	2048	16	1.4256	0.091	7,749.39	5.436	17,865,789,323	19,466,554,394	1	1	0
mandelbrot_pth	elephant.log	2048	32	1.2265	0.0896	8,867.55	7.23	21,546,541,358	19,471,084,188	1	1	0
mandelbrot_pth	elephant.log	4096	1	23.1752	0.0667	22,328.16	0.963	70,993,463,277	78,178,624,674	1	1	0
mandelbrot_pth	elephant.log	4096	2	13.1225	0.095	22,796.63	1.737	72,090,154,578	78,456,687,071	1	1	0
mandelbrot_pth	elephant.log	4096	4	8.623	0.0853	23,303.52	2.702	72,257,293,401	78,436,547,469	1	1	0
mandelbrot_pth	elephant.log	4096	8	5.94	0.0794	24,656.12	4.151	72,000,135,569	78,277,911,752	1	1	0
mandelbrot_pth	elephant.log	4096	16	4.4873	0.0639	26,529.60	5.912	71,546,772,656	78,080,800,869	1	1	0
mandelbrot_pth	elephant.log	4096	32	3.808	0.115	32,677.60	8.582	86,271,001,289	77,988,065,254	1	1	0
mandelbrot_pth	elephant.log	8192	1	90.757	0.45	87,172.69	0.961	284,413,898,325	312,811,781,185	1	1	0
mandelbrot_pth	elephant.log	8192	2	51.008	0.28	88,912.66	1.743	288,883,983,744	314,138,831,564	1	1	0
mandelbrot_pth	elephant.log	8192	4	33.001	0.382	89,869.33	2.723	290,818,004,259	314,497,363,703	1	1	0
mandelbrot_pth	elephant.log	8192	8	21.517	0.343	93,422.60	4.342	291,870,180,481	314,241,789,381	1	1	0
mandelbrot_pth	elephant.log	8192	16	15.316	0.219	96,806.87	6.32	287,528,027,633	312,857,038,730	1	1	0
mandelbrot_pth	elephant.log	8192	32	12.687	0.277	120,941.64	9.533	348,888,729,206	312,613,476,958	1	1	0
mandelbrot_pth	full.log	16	1	0.2018	0.0723	1.69	0.008	2,082,414	1,299,790	1	1	0
mandelbrot_pth	full.log	16	2	0.2724	0.087	1.87	0.007	2,184,905	1,372,105	1	1	0
mandelbrot_pth	full.log	16	4	0.06244	0.00828	2.07	0.033	2,570,772	1,510,193	1	1	0
mandelbrot_pth	full.log	16	8	0.06306	0.00879	2.76	0.044	3,224,929	1,830,665	1	1	0
mandelbrot_pth	full.log	16	16	0.06424	0.00997	3.73	0.058	4,459,261	2,421,059	1	1	0
mandelbrot_pth	full.log	16	32	0.2059	0.0793	4.9	0.024	6,094,399	3,323,340	1	1	0
mandelbrot_pth	full.log	32	1	0.05412	0.00111	2.15	0.04	2,733,975	2,204,234	1	1	0
mandelbrot_pth	full.log	32	2	0.2472	0.0781	2.44	0.01	2,880,052	2,270,850	1	1	0
mandelbrot_pth	full.log	32	4	0.0614	0.00676	2.77	0.045	3,261,874	2,418,152	1	1	0
mandelbrot_pth	full.log	32	8	0.0804	0.0165	3.3	0.041	3,934,101	2,712,081	1	1	0
mandelbrot_pth	full.log	32	16	0.1135	0.0228	4.13	0.036	5,045,516	3,287,316	1	1	0
mandelbrot_pth	full.log	32	32	0.06706	0.0097	6.18	0.092	7,542,776	4,451,115	1	1	0
mandelbrot_pth	full.log	64	1	0.06306	0.0076	4.38	0.069	5,287,542	5,747,897	1	1	0
mandelbrot_pth	full.log	64	2	0.06502	0.00931	4.47	0.069	5,446,773	5,813,179	1	1	0
mandelbrot_pth	full.log	64	4	0.2353	0.0841	4.78	0.02	5,952,478	5,968,109	1	1	0
mandelbrot_pth	full.log	64	8	0.06471	0.00986	5.52	0.085	6,534,483	6,243,316	1	1	0
mandelbrot_pth	full.log	64	16	0.0931	0.0134	6.71	0.072	7,850,634	6,879,322	1	1	0
mandelbrot_pth	full.log	64	32	0.0832	0.0181	8.4	0.101	10,478,365	8,083,338	1	1	0
mandelbrot_pth	full.log	128	1	0.2378	0.0678	12.81	0.054	16,008,436	19,843,781	1	1	0
mandelbrot_pth	full.log	128	2	0.11301	0.00928	13.27	0.117	15,777,024	19,898,139	1	1	0
mandelbrot_pth	full.log	128	4	0.141	0.0129	13.24	0.094	16,664,610	20,019,468	1	1	0
mandelbrot_pth	full.log	128	8	0.2228	0.0717	14.25	0.064	16,884,472	20,315,571	1	1	0
mandelbrot_pth	full.log	128	16	0.1036	0.01	15.02	0.145	17,896,784	20,905,629	1	1	0
mandelbrot_pth	full.log	128	32	0.1736	0.0231	17.1	0.098	20,236,822	22,124,013	1	1	0
mandelbrot_pth	full.log	256	1	0.2138	0.0461	33.03	0.155	56,021,904	78,454,661	1	1	0
mandelbrot_pth	full.log	256	2	0.1745	0.0416	40.15	0.23	57,905,927	78,396,112	1	1	0
mandelbrot_pth	full.log	256	4	0.2541	0.071	44.55	0.175	57,977,084	79,480,421	1	1	0
mandelbrot_pth	full.log	256	8	0.2661	0.0809	44.89	0.169	58,626,159	79,424,947	1	1	0
mandelbrot_pth	full.log	256	16	0.1493	0.0102	45.45	0.304	60,535,317	77,845,071	1	1	0
mandelbrot_pth	full.log	256	32	0.298	0.0667	45.15	0.152	65,026,789	78,793,602	1	1	0
mandelbrot_pth	full.log	512	1	0.3683	0.0561	104.51	0.284	229,194,540	291,533,731	1	1	0
mandelbrot_pth	full.log	512	2	0.2422	0.0149	93.25	0.385	233,372,675	286,257,708	1	1	0
mandelbrot_pth	full.log	512	4	0.3229	0.0648	100.82	0.312	235,273,933	283,541,243	1	1	0
mandelbrot_pth	full.log	512	8	0.3157	0.0467	113.02	0.358	235,631,575	282,364,936	1	1	0
mandelbrot_pth	full.log	512	16	0.2304	0.0135	122.44	0.531	238,258,359	285,471,437	1	1	0
mandelbrot_pth	full.log	512	32	0.3873	0.0763	139.07	0.359	245,715,040	287,506,209	1	1	0
mandelbrot_pth	full.log	1024	1	0.657	0.0493	353.3	0.538	895,664,804	1,197,521,988	1	1	0
mandelbrot_pth	full.log	1024	2	0.5467	0.0606	335.84	0.614	904,706,224	1,189,779,346	1	1	0
mandelbrot_pth	full.log	1024	4	0.4262	0.0145	315.8	0.741	905,375,892	1,192,493,998	1	1	0
mandelbrot_pth	full.log	1024	8	0.4542	0.0422	337.27	0.743	907,516,608	1,192,031,725	1	1	0
mandelbrot_pth	full.log	1024	16	0.4183	0.0421	352.82	0.844	935,564,107	1,173,863,388	1	1	0
mandelbrot_pth	full.log	1024	32	0.4094	0.0487	393.82	0.962	996,051,709	1,180,436,696	1	1	0
mandelbrot_pth	full.log	2048	1	1.8768	0.0747	1,484.96	0.791	3,658,888,186	4,837,124,561	1	1	0
mandelbrot_pth	full.log	2048	2	1.4384	0.0478	1,624.20	1.129	3,570,483,488	4,791,715,092	1	1	0
mandelbrot_pth	full.log	2048	4	1.3288	0.0519	1,600.50	1.204	3,578,777,052	4,798,465,786	1	1	0
mandelbrot_pth	full.log	2048	8	1.1745	0.0985	1,383.08	1.178	3,568,622,611	4,799,481,411	1	1	0
mandelbrot_pth	full.log	2048	16	1.0104	0.0571	1,392.57	1.378	3,599,059,887	4,803,748,048	1	1	0
mandelbrot_pth	full.log	2048	32	0.8927	0.0592	1,501.90	1.682	3,946,043,091	4,778,074,595	1	1	0
mandelbrot_pth	full.log	4096	1	5.9122	0.0638	5,108.16	0.864	14,619,212,113	19,329,802,835	1	1	0
mandelbrot_pth	full.log	4096	2	4.488	0.111	5,449.71	1.214	14,597,373,892	19,293,430,163	1	1	0
mandelbrot_pth	full.log	4096	4	4.346	0.114	5,316.12	1.223	14,512,217,834	19,250,805,153	1	1	0
mandelbrot_pth	full.log	4096	8	4.046	0.057	5,756.41	1.423	14,480,506,192	19,260,071,607	1	1	0
mandelbrot_pth	full.log	4096	16	3.5248	0.0866	6,207.81	1.761	14,470,896,851	19,213,707,374	1	1	0
mandelbrot_pth	full.log	4096	32	3.046	0.112	6,341.08	2.082	15,276,195,652	19,187,667,993	1	1	0
mandelbrot_pth	full.log	8192	1	20.767	0.249	18,512.96	0.891	58,809,703,941	77,505,997,286	1	1	0
mandelbrot_pth	full.log	8192	2	15.289	0.152	19,786.42	1.294	61,556,401,196	78,391,015,973	1	1	0
mandelbrot_pth	full.log	8192	4	15.359	0.207	19,537.24	1.272	59,096,032,366	77,503,451,826	1	1	0
mandelbrot_pth	full.log	8192	8	12.717	0.13	19,397.46	1.525	57,922,856,503	77,022,235,155	1	1	0
mandelbrot_pth	full.log	8192	16	10.897	0.276	20,599.55	1.89	58,237,585,571	76,941,415,122	1	1	0
mandelbrot_pth	full.log	8192	32	10.053	0.306	22,133.21	2.202	61,144,935,929	76,872,801,891	1	1	0
mandelbrot_pth	seahorse.log	16	1	0.071	0.0169	2.51	0.035	2,842,201	2,254,914	1	1	0
mandelbrot_pth	seahorse.log	16	2	0.1052	0.0158	2.63	0.025	3,090,537	2,315,167	1	1	0
mandelbrot_pth	seahorse.log	16	4	0.06068	0.00744	2.95	0.049	3,489,587	2,456,050	1	1	0
mandelbrot_pth	seahorse.log	16	8	0.2506	0.0793	3.59	0.014	4,228,146	2,766,030	1	1	0
mandelbrot_pth	seahorse.log	16	16	0.2587	0.0695	4.71	0.018	5,583,049	3,400,909	1	1	0
mandelbrot_pth	seahorse.log	16	32	0.06503	0.00978	5.27	0.081	6,189,116	3,329,538	1	1	0
mandelbrot_pth	seahorse.log	32	1	0.2256	0.0696	5.33	0.024	6,304,523	6,016,439	1	1	0
mandelbrot_pth	seahorse.log	32	2	0.0735	0.013	5.4	0.073	6,326,757	6,074,154	1	1	0
mandelbrot_pth	seahorse.log	32	4	0.0653	0.0104	5.55	0.085	6,686,806	6,214,158	1	1	0
mandelbrot_pth	seahorse.log	32	8	0.096	0.0149	6.45	0.067	7,784,629	6,536,478	1	1	0
mandelbrot_pth	seahorse.log	32	16	0.0666	0.0128	7.41	0.111	8,843,303	7,173,653	1	1	0
mandelbrot_pth	seahorse.log	32	32	0.184	0.0718	9.27	0.05	11,117,352	8,262,181	1	1	0
mandelbrot_pth	seahorse.log	64	1	0.2012	0.0663	16.32	0.081	20,176,880	20,650,649	1	1	0
mandelbrot_pth	seahorse.log	64	2	0.2688	0.0911	16.45	0.061	20,253,988	21,101,784	1	1	0
mandelbrot_pth	seahorse.log	64	4	0.0856	0.0116	16.09	0.188	20,016,147	21,232,260	1	1	0
mandelbrot_pth	seahorse.log	64	8	0.06404	0.00883	17	0.265	21,182,205	21,530,151	1	1	0
mandelbrot_pth	seahorse.log	64	16	0.06389	0.00892	15.98	0.25	23,072,329	22,182,348	1	1	0
mandelbrot_pth	seahorse.log	64	32	0.274	0.0797	20.17	0.074	24,387,961	23,414,143	1	1	0
mandelbrot_pth	seahorse.log	128	1	0.1544	0.0181	36.5	0.236	74,316,154	80,458,425	1	1	0
mandelbrot_pth	seahorse.log	128	2	0.3069	0.0777	43.21	0.141	76,832,698	85,567,420	1	1	0
mandelbrot_pth	seahorse.log	128	4	0.2437	0.0783	59.42	0.244	75,502,416	79,530,609	1	1	0
mandelbrot_pth	seahorse.log	128	8	0.1445	0.0162	57.63	0.399	72,720,729	81,544,280	1	1	0
mandelbrot_pth	seahorse.log	128	16	0.2557	0.0624	61.78	0.242	77,390,195	82,140,434	1	1	0
mandelbrot_pth	seahorse.log	128	32	0.2606	0.0715	70.23	0.269	88,198,847	83,800,203	1	1	0
mandelbrot_pth	seahorse.log	256	1	0.3665	0.0584	115.27	0.314	291,113,954	323,896,107	1	1	0
mandelbrot_pth	seahorse.log	256	2	0.2568	0.0123	113.58	0.442	286,602,285	328,520,199	1	1	0
mandelbrot_pth	seahorse.log	256	4	0.1904	0.0236	127.49	0.67	281,531,922	334,587,277	1	1	0
mandelbrot_pth	seahorse.log	256	8	0.1557	0.0145	158.98	1.021	282,086,659	337,988,817	1	1	0
mandelbrot_pth	seahorse.log	256	16	0.12275	0.00549	214.9	1.751	302,279,337	328,660,369	1	1	0
mandelbrot_pth	seahorse.log	256	32	0.1654	0.0147	216.03	1.306	364,491,993	319,315,343	1	1	0
mandelbrot_pth	seahorse.log	512	1	0.7682	0.0833	512.66	0.667	1,163,381,241	1,275,125,461	1	1	0
mandelbrot_pth	seahorse.log	512	2	0.4664	0.0471	434.15	0.931	1,166,977,919	1,271,976,243	1	1	0
mandelbrot_pth	seahorse.log	512	4	0.4023	0.0671	508.64	1.264	1,168,202,971	1,269,348,132	1	1	0
mandelbrot_pth	seahorse.log	512	8	0.257	0.0174	432.22	1.682	1,181,939,552	1,254,234,936	1	1	0
mandelbrot_pth	seahorse.log	512	16	0.2945	0.0468	494.4	1.679	1,223,707,544	1,244,450,028	1	1	0
mandelbrot_pth	seahorse.log	512	32	0.3163	0.0599	598.53	1.892	1,451,590,532	1,272,772,061	1	1	0
mandelbrot_pth	seahorse.log	1024	1	2.0828	0.0473	1,734.31	0.833	4,675,251,124	5,119,877,278	1	1	0
mandelbrot_pth	seahorse.log	1024	2	1.4792	0.0728	1,917.53	1.296	4,680,796,100	5,115,701,138	1	1	0
mandelbrot_pth	seahorse.log	1024	4	0.9144	0.047	1,946.01	2.128	4,648,196,479	5,111,851,333	1	1	0
mandelbrot_pth	seahorse.log	1024	8	0.6208	0.0376	1,714.30	2.761	4,644,608,719	5,119,055,921	1	1	0
mandelbrot_pth	seahorse.log	1024	16	0.4895	0.0513	1,674.01	3.42	4,766,453,545	5,107,866,951	1	1	0
mandelbrot_pth	seahorse.log	1024	32	0.4537	0.061	2,135.89	4.708	5,681,885,864	5,118,777,058	1	1	0
mandelbrot_pth	seahorse.log	2048	1	6.3152	0.0555	6,020.19	0.953	18,737,128,256	20,546,171,261	1	1	0
mandelbrot_pth	seahorse.log	2048	2	4.0689	0.0822	6,327.73	1.555	18,955,683,531	20,613,260,524	1	1	0
mandelbrot_pth	seahorse.log	2048	4	2.6605	0.0692	6,640.47	2.496	18,849,808,536	20,556,853,726	1	1	0
mandelbrot_pth	seahorse.log	2048	8	1.8423	0.0537	7,570.30	4.109	18,667,192,263	20,500,836,174	1	1	0
mandelbrot_pth	seahorse.log	2048	16	1.56	0.113	7,971.37	5.108	18,948,498,626	20,479,966,409	1	1	0
mandelbrot_pth	seahorse.log	2048	32	1.1281	0.0712	9,106.77	8.073	22,743,435,724	20,481,474,431	1	1	0
mandelbrot_pth	seahorse.log	4096	1	24.0375	0.0716	23,233.83	0.967	75,062,940,271	82,246,165,688	1	1	0
mandelbrot_pth	seahorse.log	4096	2	15.1256	0.0743	24,017.06	1.588	75,924,136,121	82,488,211,965	1	1	0
mandelbrot_pth	seahorse.log	4096	4	9.1128	0.0677	24,332.57	2.67	76,159,574,170	82,464,265,354	1	1	0
mandelbrot_pth	seahorse.log	4096	8	6.1724	0.0915	26,008.60	4.214	76,108,547,315	82,368,510,293	1	1	0
mandelbrot_pth	seahorse.log	4096	16	4.621	0.103	27,982.27	6.056	75,697,224,030	82,167,016,599	1	1	0
mandelbrot_pth	seahorse.log	4096	32	3.7135	0.0926	36,468.95	9.821	91,686,713,027	82,064,989,899	1	1	0
mandelbrot_pth	seahorse.log	8192	1	94.654	0.259	91,860.78	0.97	299,931,827,086	328,964,939,080	1	1	0
mandelbrot_pth	seahorse.log	8192	2	58.994	0.511	93,675.88	1.588	304,821,395,174	330,377,854,632	1	1	0
mandelbrot_pth	seahorse.log	8192	4	35.238	0.324	95,069.51	2.698	306,315,218,710	330,515,455,599	1	1	0
mandelbrot_pth	seahorse.log	8192	8	22.572	0.338	98,298.12	4.355	308,064,645,827	330,445,101,096	1	1	0
mandelbrot_pth	seahorse.log	8192	16	15.136	0.173	103,288.25	6.824	305,202,075,523	329,353,794,025	1	1	0
mandelbrot_pth	seahorse.log	8192	32	12.588	0.308	128,578.48	10.214	371,687,763,014	329,181,542,746	1	1	0
mandelbrot_pth	triple_spiral.log	16	1	0.05892	0.00442	2.65	0.045	3,066,512	2,421,961	1	1	0
mandelbrot_pth	triple_spiral.log	16	2	0.06081	0.00777	2.64	0.043	3,359,832	2,499,706	1	1	0
mandelbrot_pth	triple_spiral.log	16	4	0.1176	0.0199	2.96	0.025	3,687,580	2,632,164	1	1	0
mandelbrot_pth	triple_spiral.log	16	8	0.0749	0.0206	3.56	0.048	4,338,479	2,936,777	1	1	0
mandelbrot_pth	triple_spiral.log	16	16	0.06218	0.00856	4.71	0.076	5,613,266	3,531,066	1	1	0
mandelbrot_pth	triple_spiral.log	16	32	0.0542	0.00136	5.04	0.093	5,692,225	3,274,019	1	1	0
mandelbrot_pth	triple_spiral.log	32	1	0.0643	0.0101	5.84	0.091	6,855,945	6,641,081	1	1	0
mandelbrot_pth	triple_spiral.log	32	2	0.2475	0.0684	5.57	0.023	7,067,366	6,702,598	1	1	0
mandelbrot_pth	triple_spiral.log	32	4	0.2051	0.0823	5.04	0.025	7,589,456	6,857,382	1	1	0
mandelbrot_pth	triple_spiral.log	32	8	0.2189	0.0905	6.44	0.029	7,282,049	7,148,896	1	1	0
mandelbrot_pth	triple_spiral.log	32	16	0.06982	0.00974	7.61	0.109	9,178,222	7,778,885	1	1	0
mandelbrot_pth	triple_spiral.log	32	32	0.079	0.0139	10.5	0.133	12,252,980	9,019,863	1	1	0
mandelbrot_pth	triple_spiral.log	64	1	0.0805	0.0105	16.83	0.209	22,450,418	22,792,156	1	1	0
